"Gender","SeniorCitizen","Partner","Dependents","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","Churn","Binned_MonthlyCharges","Binned_Tenure"
"Male",NA,NA,NA,"PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Two year",NA,"Bank transfer (automatic)",NA,"$0-29.4","70.5-72m"
"Male",NA,"Partner","Dependents","PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Month-to-month",NA,"Credit card (automatic)",NA,"$0-29.4","5.5-17.5m"
"Male",NA,"Partner",NA,"PhoneService","MultipleLines","DSL","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport",NA,"StreamingMovies","One year","PaperlessBilling","Credit card (automatic)",NA,"$68.8-107","43.5-59.5m"
"Female",NA,NA,NA,NA,NA,"DSL","OnlineSecurity",NA,"DeviceProtection","TechSupport",NA,NA,"Two year",NA,"Mailed check",NA,"$29.4-56","59.5-70.5m"
"Female",NA,"Partner",NA,"PhoneService","MultipleLines","DSL","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Two year",NA,"Bank transfer (automatic)",NA,"$68.8-107","70.5-72m"
"Male",NA,NA,NA,"PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Month-to-month",NA,"Mailed check",NA,"$0-29.4","1.5-5.5m"
"Female","SeniorCitizen",NA,NA,"PhoneService","MultipleLines","Fiber optic",NA,"OnlineBackup",NA,"TechSupport","StreamingTV",NA,"Month-to-month","PaperlessBilling","Electronic check",NA,"$68.8-107","17.5-43.5m"
"Female",NA,NA,NA,NA,NA,"DSL",NA,NA,NA,NA,NA,NA,"Month-to-month",NA,"Electronic check",NA,"$0-29.4","17.5-43.5m"
"Female",NA,"Partner","Dependents","PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"One year",NA,"Credit card (automatic)",NA,"$0-29.4","59.5-70.5m"
"Male",NA,NA,NA,"PhoneService",NA,"DSL",NA,NA,NA,NA,NA,NA,"Month-to-month",NA,"Electronic check",NA,"$29.4-56","1-1.5m"
"Female",NA,NA,NA,"PhoneService","MultipleLines","DSL",NA,NA,NA,NA,NA,NA,"Month-to-month","PaperlessBilling","Mailed check","Churn","$29.4-56","1-1.5m"
"Female",NA,"Partner","Dependents","PhoneService",NA,"DSL",NA,NA,"DeviceProtection",NA,NA,"StreamingMovies","One year",NA,"Credit card (automatic)",NA,"$56-68.8","43.5-59.5m"
"Female",NA,"Partner",NA,"PhoneService","MultipleLines",NA,NA,NA,NA,NA,NA,NA,"Two year",NA,"Bank transfer (automatic)",NA,"$0-29.4","70.5-72m"
"Male",NA,"Partner",NA,"PhoneService",NA,"Fiber optic",NA,NA,"DeviceProtection",NA,NA,NA,"Month-to-month",NA,"Electronic check","Churn","$68.8-107","1.5-5.5m"
"Male",NA,NA,NA,"PhoneService",NA,"Fiber optic",NA,NA,"DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Month-to-month","PaperlessBilling","Electronic check","Churn","$68.8-107","1.5-5.5m"
"Female","SeniorCitizen",NA,NA,"PhoneService","MultipleLines","Fiber optic","OnlineSecurity",NA,NA,NA,"StreamingTV","StreamingMovies","Month-to-month","PaperlessBilling","Electronic check","Churn","$68.8-107","5.5-17.5m"
"Male","SeniorCitizen","Partner",NA,NA,NA,"DSL",NA,"OnlineBackup","DeviceProtection",NA,"StreamingTV","StreamingMovies","Month-to-month","PaperlessBilling","Electronic check",NA,"$29.4-56","17.5-43.5m"
"Female",NA,"Partner",NA,"PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"One year",NA,"Credit card (automatic)",NA,"$0-29.4","17.5-43.5m"
"Female",NA,"Partner","Dependents","PhoneService",NA,"Fiber optic",NA,NA,NA,NA,"StreamingTV","StreamingMovies","One year","PaperlessBilling","Bank transfer (automatic)","Churn","$68.8-107","17.5-43.5m"
"Male",NA,NA,NA,NA,NA,"DSL","OnlineSecurity",NA,NA,NA,NA,NA,"Month-to-month",NA,"Mailed check",NA,"$0-29.4","5.5-17.5m"
"Male",NA,NA,NA,"PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Month-to-month","PaperlessBilling","Mailed check",NA,"$0-29.4","1-1.5m"
"Female",NA,NA,NA,"PhoneService","MultipleLines","Fiber optic",NA,NA,"DeviceProtection","TechSupport",NA,"StreamingMovies","Two year","PaperlessBilling","Bank transfer (automatic)",NA,"$68.8-107","43.5-59.5m"
"Male",NA,NA,NA,"PhoneService","MultipleLines",NA,NA,NA,NA,NA,NA,NA,"Month-to-month","PaperlessBilling","Bank transfer (automatic)",NA,"$0-29.4","17.5-43.5m"
"Female",NA,"Partner",NA,"PhoneService",NA,"DSL",NA,NA,NA,NA,NA,NA,"Month-to-month",NA,"Mailed check",NA,"$29.4-56","17.5-43.5m"
"Female",NA,"Partner","Dependents","PhoneService","MultipleLines","DSL","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Two year",NA,"Bank transfer (automatic)",NA,"$68.8-107","70.5-72m"
"Male",NA,NA,NA,NA,NA,"DSL","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport",NA,NA,"Two year","PaperlessBilling","Bank transfer (automatic)",NA,"$29.4-56","59.5-70.5m"
"Female","SeniorCitizen","Partner","Dependents","PhoneService",NA,"DSL","OnlineSecurity",NA,NA,"TechSupport","StreamingTV","StreamingMovies","Two year","PaperlessBilling","Credit card (automatic)",NA,"$68.8-107","43.5-59.5m"
"Male",NA,NA,NA,"PhoneService","MultipleLines","DSL",NA,NA,NA,NA,NA,NA,"Month-to-month",NA,"Electronic check","Churn","$29.4-56","5.5-17.5m"
"Male","SeniorCitizen",NA,NA,"PhoneService",NA,"Fiber optic",NA,NA,NA,NA,NA,"StreamingMovies","Month-to-month","PaperlessBilling","Electronic check","Churn","$68.8-107","5.5-17.5m"
"Male",NA,"Partner","Dependents","PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Two year",NA,"Mailed check",NA,"$0-29.4","17.5-43.5m"
"Male",NA,NA,NA,"PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Month-to-month",NA,"Credit card (automatic)",NA,"$0-29.4","17.5-43.5m"
"Male",NA,"Partner","Dependents","PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"One year",NA,"Bank transfer (automatic)",NA,"$0-29.4","59.5-70.5m"
"Female",NA,NA,NA,NA,NA,"DSL",NA,NA,NA,NA,NA,NA,"Month-to-month",NA,"Electronic check",NA,"$0-29.4","1.5-5.5m"
"Male",NA,NA,"Dependents","PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Two year",NA,"Mailed check",NA,"$0-29.4","17.5-43.5m"
"Male",NA,NA,NA,"PhoneService","MultipleLines","Fiber optic",NA,NA,NA,NA,"StreamingTV","StreamingMovies","Month-to-month","PaperlessBilling","Bank transfer (automatic)","Churn","$68.8-107","1.5-5.5m"
"Female",NA,NA,NA,NA,NA,"DSL","OnlineSecurity","OnlineBackup","DeviceProtection",NA,"StreamingTV","StreamingMovies","One year",NA,"Electronic check",NA,"$56-68.8","17.5-43.5m"
"Female",NA,NA,NA,"PhoneService","MultipleLines","Fiber optic",NA,NA,NA,NA,NA,"StreamingMovies","Month-to-month","PaperlessBilling","Electronic check","Churn","$68.8-107","1.5-5.5m"
"Male",NA,NA,NA,"PhoneService","MultipleLines","Fiber optic",NA,"OnlineBackup",NA,"TechSupport","StreamingTV","StreamingMovies","One year","PaperlessBilling","Bank transfer (automatic)",NA,"$68.8-107","43.5-59.5m"
"Female",NA,NA,NA,"PhoneService","MultipleLines","Fiber optic","OnlineSecurity","OnlineBackup","DeviceProtection",NA,"StreamingTV","StreamingMovies","Month-to-month",NA,"Credit card (automatic)",NA,"$107-118.75","59.5-70.5m"
"Female",NA,NA,"Dependents","PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Month-to-month",NA,"Credit card (automatic)",NA,"$0-29.4","1.5-5.5m"
"Female",NA,"Partner",NA,"PhoneService",NA,"DSL",NA,NA,NA,NA,"StreamingTV",NA,"Month-to-month","PaperlessBilling","Mailed check",NA,"$29.4-56","1-1.5m"
"Male",NA,NA,NA,"PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Month-to-month",NA,"Mailed check",NA,"$0-29.4","5.5-17.5m"
"Male","SeniorCitizen",NA,NA,"PhoneService","MultipleLines","Fiber optic",NA,NA,NA,NA,NA,NA,"Month-to-month","PaperlessBilling","Bank transfer (automatic)",NA,"$68.8-107","43.5-59.5m"
"Female","SeniorCitizen","Partner",NA,"PhoneService","MultipleLines","Fiber optic",NA,"OnlineBackup",NA,NA,NA,"StreamingMovies","Month-to-month",NA,"Electronic check",NA,"$68.8-107","59.5-70.5m"
"Male",NA,NA,NA,"PhoneService","MultipleLines","Fiber optic",NA,NA,"DeviceProtection","TechSupport","StreamingTV","StreamingMovies","One year","PaperlessBilling","Credit card (automatic)",NA,"$68.8-107","59.5-70.5m"
"Female",NA,"Partner","Dependents","PhoneService",NA,"DSL","OnlineSecurity",NA,"DeviceProtection",NA,"StreamingTV","StreamingMovies","Two year",NA,"Bank transfer (automatic)",NA,"$68.8-107","17.5-43.5m"
"Female",NA,"Partner",NA,"PhoneService","MultipleLines","Fiber optic",NA,NA,NA,"TechSupport","StreamingTV","StreamingMovies","One year",NA,"Bank transfer (automatic)",NA,"$68.8-107","59.5-70.5m"
"Female",NA,NA,NA,"PhoneService",NA,"DSL",NA,NA,NA,NA,NA,NA,"Month-to-month",NA,"Mailed check","Churn","$29.4-56","1-1.5m"
"Male","SeniorCitizen",NA,NA,"PhoneService",NA,"Fiber optic",NA,NA,NA,NA,"StreamingTV","StreamingMovies","Month-to-month","PaperlessBilling","Electronic check","Churn","$68.8-107","1.5-5.5m"
"Male",NA,NA,NA,"PhoneService","MultipleLines","DSL","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport",NA,NA,"Two year",NA,"Bank transfer (automatic)",NA,"$56-68.8","59.5-70.5m"
"Male",NA,"Partner",NA,"PhoneService",NA,"Fiber optic","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Two year","PaperlessBilling","Electronic check",NA,"$107-118.75","59.5-70.5m"
"Female",NA,"Partner",NA,"PhoneService",NA,"Fiber optic",NA,NA,"DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Two year","PaperlessBilling","Credit card (automatic)",NA,"$68.8-107","17.5-43.5m"
"Male","SeniorCitizen","Partner",NA,"PhoneService","MultipleLines","Fiber optic",NA,NA,NA,NA,"StreamingTV",NA,"Month-to-month","PaperlessBilling","Electronic check","Churn","$68.8-107","1-1.5m"
"Female",NA,"Partner","Dependents","PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Two year",NA,"Mailed check",NA,"$0-29.4","17.5-43.5m"
"Male",NA,NA,NA,"PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Month-to-month","PaperlessBilling","Mailed check",NA,"$0-29.4","5.5-17.5m"
"Male",NA,NA,NA,NA,NA,"DSL",NA,NA,NA,NA,"StreamingTV","StreamingMovies","Month-to-month","PaperlessBilling","Electronic check","Churn","$29.4-56","1.5-5.5m"
"Male",NA,"Partner","Dependents","PhoneService","MultipleLines","DSL",NA,NA,"DeviceProtection",NA,"StreamingTV","StreamingMovies","One year",NA,"Bank transfer (automatic)",NA,"$68.8-107","17.5-43.5m"
"Male",NA,NA,NA,"PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"One year","PaperlessBilling","Mailed check",NA,"$0-29.4","1.5-5.5m"
"Female",NA,"Partner","Dependents",NA,NA,"DSL",NA,NA,NA,NA,NA,NA,"Month-to-month","PaperlessBilling","Mailed check",NA,"$0-29.4","17.5-43.5m"
"Male",NA,"Partner","Dependents",NA,NA,"DSL","OnlineSecurity",NA,NA,"TechSupport",NA,NA,"Month-to-month",NA,"Bank transfer (automatic)","Churn","$29.4-56","17.5-43.5m"
"Female",NA,NA,NA,"PhoneService","MultipleLines","Fiber optic",NA,NA,NA,NA,"StreamingTV","StreamingMovies","Month-to-month",NA,"Mailed check","Churn","$68.8-107","1-1.5m"
"Male",NA,NA,NA,NA,NA,"DSL","OnlineSecurity",NA,"DeviceProtection","TechSupport",NA,NA,"Month-to-month",NA,"Mailed check",NA,"$29.4-56","1.5-5.5m"
"Male",NA,"Partner",NA,"PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Month-to-month",NA,"Electronic check",NA,"$0-29.4","43.5-59.5m"
"Female",NA,NA,NA,"PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Month-to-month",NA,"Mailed check","Churn","$0-29.4","1-1.5m"
"Female",NA,"Partner","Dependents","PhoneService","MultipleLines","Fiber optic","OnlineSecurity",NA,"DeviceProtection",NA,NA,NA,"One year",NA,"Bank transfer (automatic)",NA,"$68.8-107","59.5-70.5m"
"Male",NA,NA,NA,"PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Month-to-month",NA,"Mailed check",NA,"$0-29.4","1.5-5.5m"
"Male",NA,NA,NA,"PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Month-to-month",NA,"Bank transfer (automatic)",NA,"$0-29.4","1-1.5m"
"Male",NA,NA,NA,"PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"One year","PaperlessBilling","Credit card (automatic)",NA,"$0-29.4","17.5-43.5m"
"Female","SeniorCitizen",NA,NA,NA,NA,"DSL",NA,NA,NA,NA,NA,"StreamingMovies","Month-to-month","PaperlessBilling","Electronic check","Churn","$29.4-56","5.5-17.5m"
"Male",NA,NA,NA,"PhoneService",NA,"Fiber optic",NA,NA,"DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Two year",NA,"Bank transfer (automatic)",NA,"$68.8-107","17.5-43.5m"
"Male",NA,"Partner","Dependents","PhoneService",NA,"Fiber optic","OnlineSecurity","OnlineBackup",NA,NA,NA,NA,"Month-to-month",NA,"Electronic check",NA,"$68.8-107","59.5-70.5m"
"Male",NA,"Partner","Dependents","PhoneService","MultipleLines","DSL","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport",NA,NA,"Month-to-month",NA,"Electronic check",NA,"$56-68.8","17.5-43.5m"
"Male",NA,NA,NA,"PhoneService",NA,"Fiber optic",NA,NA,NA,NA,NA,NA,"Month-to-month","PaperlessBilling","Electronic check",NA,"$68.8-107","5.5-17.5m"
"Female",NA,"Partner",NA,"PhoneService","MultipleLines","Fiber optic","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","One year","PaperlessBilling","Electronic check",NA,"$107-118.75","59.5-70.5m"
"Female",NA,NA,"Dependents","PhoneService","MultipleLines","Fiber optic",NA,NA,"DeviceProtection","TechSupport",NA,NA,"Month-to-month","PaperlessBilling","Bank transfer (automatic)",NA,"$68.8-107","43.5-59.5m"
"Female",NA,NA,NA,"PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"One year",NA,"Mailed check",NA,"$0-29.4","5.5-17.5m"
"Female",NA,NA,NA,"PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Month-to-month",NA,"Bank transfer (automatic)","Churn","$0-29.4","5.5-17.5m"
"Male",NA,"Partner","Dependents","PhoneService","MultipleLines","Fiber optic",NA,NA,NA,NA,"StreamingTV","StreamingMovies","Month-to-month","PaperlessBilling","Electronic check","Churn","$68.8-107","5.5-17.5m"
"Female",NA,"Partner","Dependents","PhoneService",NA,"DSL","OnlineSecurity",NA,"DeviceProtection",NA,NA,"StreamingMovies","Month-to-month","PaperlessBilling","Mailed check",NA,"$56-68.8","5.5-17.5m"
"Female",NA,"Partner","Dependents","PhoneService","MultipleLines","DSL","OnlineSecurity","OnlineBackup",NA,"TechSupport","StreamingTV",NA,"Two year",NA,"Credit card (automatic)",NA,"$68.8-107","59.5-70.5m"
"Male",NA,"Partner",NA,NA,NA,"DSL",NA,NA,"DeviceProtection",NA,NA,NA,"Month-to-month",NA,"Electronic check",NA,"$0-29.4","17.5-43.5m"
"Male",NA,NA,NA,"PhoneService",NA,"DSL",NA,NA,NA,"TechSupport",NA,NA,"Month-to-month",NA,"Mailed check",NA,"$29.4-56","5.5-17.5m"
"Male","SeniorCitizen","Partner",NA,"PhoneService","MultipleLines","DSL","OnlineSecurity",NA,NA,"TechSupport",NA,NA,"One year","PaperlessBilling","Electronic check","Churn","$56-68.8","43.5-59.5m"
"Male","SeniorCitizen","Partner",NA,"PhoneService",NA,"Fiber optic",NA,"OnlineBackup",NA,NA,NA,NA,"Month-to-month","PaperlessBilling","Credit card (automatic)","Churn","$68.8-107","5.5-17.5m"
"Male",NA,NA,NA,"PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Month-to-month",NA,"Electronic check",NA,"$0-29.4","5.5-17.5m"
"Female",NA,NA,NA,"PhoneService",NA,"Fiber optic",NA,"OnlineBackup",NA,NA,NA,NA,"One year","PaperlessBilling","Mailed check",NA,"$68.8-107","5.5-17.5m"
"Male",NA,NA,NA,"PhoneService","MultipleLines","Fiber optic",NA,NA,NA,NA,"StreamingTV",NA,"Month-to-month","PaperlessBilling","Electronic check","Churn","$68.8-107","5.5-17.5m"
"Female",NA,NA,NA,"PhoneService",NA,"DSL","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV",NA,"One year",NA,"Mailed check","Churn","$68.8-107","17.5-43.5m"
"Male","SeniorCitizen",NA,NA,NA,NA,"DSL",NA,"OnlineBackup",NA,"TechSupport",NA,"StreamingMovies","Month-to-month","PaperlessBilling","Electronic check",NA,"$29.4-56","5.5-17.5m"
"Male",NA,"Partner","Dependents","PhoneService","MultipleLines","DSL","OnlineSecurity",NA,"DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Two year","PaperlessBilling","Bank transfer (automatic)",NA,"$68.8-107","17.5-43.5m"
"Female",NA,"Partner",NA,"PhoneService","MultipleLines","Fiber optic","OnlineSecurity","OnlineBackup",NA,NA,NA,"StreamingMovies","Month-to-month","PaperlessBilling","Electronic check",NA,"$68.8-107","17.5-43.5m"
"Female",NA,NA,"Dependents","PhoneService",NA,"Fiber optic",NA,NA,"DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Month-to-month","PaperlessBilling","Bank transfer (automatic)","Churn","$68.8-107","1.5-5.5m"
"Female",NA,NA,NA,"PhoneService","MultipleLines","Fiber optic",NA,"OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Two year",NA,"Electronic check",NA,"$107-118.75","17.5-43.5m"
"Male",NA,NA,"Dependents","PhoneService",NA,"DSL","OnlineSecurity","OnlineBackup",NA,NA,NA,NA,"One year",NA,"Mailed check",NA,"$56-68.8","17.5-43.5m"
"Male",NA,"Partner","Dependents","PhoneService","MultipleLines",NA,NA,NA,NA,NA,NA,NA,"Two year",NA,"Mailed check",NA,"$0-29.4","70.5-72m"
"Male",NA,NA,"Dependents","PhoneService","MultipleLines","Fiber optic","OnlineSecurity","OnlineBackup",NA,NA,NA,NA,"One year","PaperlessBilling","Credit card (automatic)",NA,"$68.8-107","70.5-72m"
"Female",NA,NA,NA,"PhoneService","MultipleLines","Fiber optic",NA,NA,"DeviceProtection",NA,"StreamingTV",NA,"Month-to-month","PaperlessBilling","Credit card (automatic)",NA,"$68.8-107","17.5-43.5m"
"Female",NA,NA,NA,"PhoneService","MultipleLines","Fiber optic","OnlineSecurity","OnlineBackup",NA,"TechSupport","StreamingTV","StreamingMovies","Two year","PaperlessBilling","Electronic check","Churn","$107-118.75","43.5-59.5m"
"Male",NA,NA,NA,"PhoneService",NA,"DSL","OnlineSecurity",NA,"DeviceProtection",NA,"StreamingTV","StreamingMovies","Two year","PaperlessBilling","Bank transfer (automatic)",NA,"$68.8-107","43.5-59.5m"
"Female",NA,NA,NA,"PhoneService",NA,"DSL",NA,"OnlineBackup",NA,NA,NA,NA,"Month-to-month",NA,"Electronic check",NA,"$29.4-56","5.5-17.5m"
"Male",NA,NA,NA,"PhoneService","MultipleLines","Fiber optic","OnlineSecurity",NA,NA,NA,NA,NA,"Month-to-month","PaperlessBilling","Electronic check",NA,"$68.8-107","1.5-5.5m"
"Female",NA,NA,NA,"PhoneService",NA,"DSL","OnlineSecurity","OnlineBackup",NA,NA,NA,NA,"Month-to-month",NA,"Electronic check",NA,"$56-68.8","17.5-43.5m"
"Female","SeniorCitizen",NA,NA,"PhoneService","MultipleLines","Fiber optic",NA,NA,NA,NA,NA,NA,"Month-to-month","PaperlessBilling","Electronic check","Churn","$68.8-107","5.5-17.5m"
"Female",NA,"Partner",NA,"PhoneService","MultipleLines","Fiber optic","OnlineSecurity",NA,NA,NA,"StreamingTV",NA,"Month-to-month","PaperlessBilling","Bank transfer (automatic)",NA,"$68.8-107","43.5-59.5m"
"Male",NA,NA,NA,"PhoneService","MultipleLines","Fiber optic",NA,NA,"DeviceProtection",NA,"StreamingTV","StreamingMovies","Month-to-month","PaperlessBilling","Electronic check","Churn","$68.8-107","1.5-5.5m"
"Male",NA,NA,NA,"PhoneService",NA,"Fiber optic",NA,NA,"DeviceProtection",NA,"StreamingTV","StreamingMovies","Month-to-month","PaperlessBilling","Electronic check","Churn","$68.8-107","5.5-17.5m"
"Male",NA,NA,"Dependents","PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"One year",NA,"Bank transfer (automatic)",NA,"$0-29.4","43.5-59.5m"
"Female",NA,"Partner","Dependents","PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Month-to-month",NA,"Mailed check",NA,"$0-29.4","17.5-43.5m"
"Female",NA,"Partner","Dependents","PhoneService","MultipleLines","Fiber optic",NA,"OnlineBackup",NA,"TechSupport","StreamingTV","StreamingMovies","One year","PaperlessBilling","Credit card (automatic)",NA,"$68.8-107","59.5-70.5m"
"Male","SeniorCitizen","Partner",NA,"PhoneService","MultipleLines","Fiber optic",NA,NA,"DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Month-to-month","PaperlessBilling","Electronic check","Churn","$68.8-107","17.5-43.5m"
"Female",NA,NA,NA,"PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Two year","PaperlessBilling","Bank transfer (automatic)",NA,"$0-29.4","17.5-43.5m"
"Male",NA,"Partner",NA,NA,NA,"DSL",NA,NA,NA,NA,NA,NA,"One year",NA,"Bank transfer (automatic)","Churn","$0-29.4","5.5-17.5m"
"Female",NA,"Partner",NA,"PhoneService",NA,"DSL","OnlineSecurity","OnlineBackup",NA,"TechSupport",NA,NA,"Two year",NA,"Bank transfer (automatic)",NA,"$56-68.8","59.5-70.5m"
"Male",NA,"Partner",NA,"PhoneService","MultipleLines","DSL","OnlineSecurity","OnlineBackup","DeviceProtection",NA,"StreamingTV","StreamingMovies","Two year","PaperlessBilling","Electronic check",NA,"$68.8-107","43.5-59.5m"
"Male",NA,NA,"Dependents","PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"One year",NA,"Mailed check",NA,"$0-29.4","5.5-17.5m"
"Male",NA,"Partner","Dependents","PhoneService",NA,"Fiber optic","OnlineSecurity",NA,NA,NA,"StreamingTV","StreamingMovies","Month-to-month",NA,"Electronic check",NA,"$68.8-107","1.5-5.5m"
"Male","SeniorCitizen",NA,NA,NA,NA,"DSL",NA,"OnlineBackup","DeviceProtection",NA,NA,NA,"Month-to-month",NA,"Electronic check",NA,"$29.4-56","17.5-43.5m"
"Female","SeniorCitizen","Partner","Dependents","PhoneService","MultipleLines","Fiber optic",NA,NA,"DeviceProtection","TechSupport","StreamingTV","StreamingMovies","One year","PaperlessBilling","Bank transfer (automatic)",NA,"$68.8-107","59.5-70.5m"
"Female",NA,"Partner","Dependents","PhoneService",NA,NA,NA,NA,NA,NA,NA,NA,"Two year",NA,"Mailed check",NA,"$0-29.4","17.5-43.5m"
"Male",NA,"Partner",NA,"PhoneService","MultipleLines","Fiber optic",NA,"OnlineBackup",NA,"TechSupport","StreamingTV","StreamingMovies","One year","PaperlessBilling","Electronic check","Churn","$68.8-107","59.5-70.5m"
"Male",NA,NA,NA,"PhoneService","MultipleLines",NA,NA,NA,NA,NA,NA,NA,"Two year",NA,"Mailed check",NA,"$0-29.4","59.5-70.5m"
